OS,TIPO,TIPO EQUIPAMENTO,EQUIPAMENTO,MARCA,HORARIO INICIO,HORARIO FIM,TIPO DE SERVIÇO,COMPLEMENTO,RESOLUÇÃO,TEMPO
1854634,CALIBRACAO,CARDIOVERSOR,RESPONDER 2000,GE HEALTHCARE,2024-02-07 09:30:00,2024-02-07 16:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,6.5
1871562,PREVENTIVA,MACA - TRANSPORTE,LIFEGUARD,ARJOHUNTLEIGH,2024-02-09 08:30:00,2024-02-09 10:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.5
1867345,PREVENTIVA,CARDIOVERSOR,RESPONDER 2000,GE HEALTHCARE,2024-02-07 08:00:00,2024-02-07 09:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1867354,CALIBRACAO,CARDIOVERSOR,UMED20,MINDRAY,2024-02-09 08:00:00,2024-02-09 09:33:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,1.55
1854613,SEG. ELETRICA,CARDIOVERSOR,BENEHEART D3,MINDRAY,2024-02-08 09:00:00,2024-02-08 09:15:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,0.25
1854616,SEG. ELETRICA,CARDIOVERSOR,RESPONDER 2000,GE HEALTHCARE,2024-02-07 10:30:00,2024-02-07 16:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,5.5
1854617,SEG. ELETRICA,CARDIOVERSOR,CARDIOMAX 8,INSTRAMED,2024-02-12 11:00:00,2024-02-12 12:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,1.0
1862817,CORRETIVA,MAMOGRAFO,SELENIA,HOLOGIC,2024-02-01 09:00:00,2024-02-01 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,INSTALAÇÃO / ATUALIZAÇÃO DE SOFTWARE,8.0
1854624,SEG. ELETRICA,CARDIOVERSOR,BENEHEART D3,MINDRAY,2024-02-07 11:00:00,2024-02-07 15:00:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,4.0
1854625,SEG. ELETRICA,CARDIOVERSOR,TEC 5631,NIHON KOHDEN,2024-02-08 15:30:00,2024-02-08 16:30:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,1.0
1854621,SEG. ELETRICA,CARDIOVERSOR,CARDIOMAX 8,INSTRAMED,2024-02-08 14:00:00,2024-02-08 16:00:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,2.0
1867847,SEG. ELETRICA,CARDIOVERSOR,UMED20,MINDRAY,2024-02-09 08:00:00,2024-02-09 11:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,3.0
1854666,PREVENTIVA,CARDIOVERSOR,CARDIOMAX 8,INSTRAMED,2024-02-08 08:00:00,2024-02-08 09:00:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1854667,PREVENTIVA,CARDIOVERSOR,RESPONDER 2000,GE HEALTHCARE,2024-02-06 14:00:00,2024-02-06 15:00:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1854668,PREVENTIVA,CARDIOVERSOR,BENEHEART D3,MINDRAY,2024-02-06 14:00:00,2024-02-06 15:00:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1854674,PREVENTIVA,CARDIOVERSOR,TEC 5631,NIHON KOHDEN,2024-02-06 13:00:00,2024-02-06 16:00:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,3.0
1854662,PREVENTIVA,CARDIOVERSOR,BENEHEART D3,MINDRAY,2024-02-07 08:00:00,2024-02-07 10:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,2.0
1867352,PREVENTIVA,CARDIOVERSOR,UMED20,MINDRAY,2024-02-09 10:00:00,2024-02-09 10:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,0.0
1867898,CORRETIVA,CARDIOVERSOR,TEC 5631,NIHON KOHDEN,2024-02-01 08:00:00,2024-02-01 12:00:00,02 NAO FUNCIONA,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,4.0
1876498,PREVENTIVA,ASPIRADOR - CIRURGICO,DIAPUMP COLIBRI DPS,FANEM,2024-02-20 17:00:00,2024-02-20 18:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1876499,PREVENTIVA,ASPIRADOR - CIRURGICO,DIAPUMP 089 AM,FANEM,2024-02-20 18:00:00,2024-02-20 18:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,0.5
1876505,PREVENTIVA,INSUFLADOR - CO2,PNEUMOSURE,STRYKER,2024-02-21 08:30:00,2024-02-21 09:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1876507,PREVENTIVA,PROCESSADORA DE VIDEO - CIRURGICA,1488 HD,STRYKER,2024-02-21 09:30:00,2024-02-21 10:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1876513,PREVENTIVA,FONTE DE LUZ - LED,L9000,STRYKER,2024-02-21 10:30:00,2024-02-21 11:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1854695,PREVENTIVA,SISTEMA DIPRIFUSOR,TE372 TCI TIVA,TERUMO,2024-02-20 12:00:00,2024-02-20 15:33:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,3.55
1854700,SEG. ELETRICA,SISTEMA DIPRIFUSOR,TE372 TCI TIVA,TERUMO,2024-02-20 08:00:00,2024-02-20 12:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,4.0
1854653,CALIBRACAO,SISTEMA DIPRIFUSOR,TE372 TCI TIVA,TERUMO,2024-02-20 13:00:00,2024-02-20 16:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,3.0
1854656,CALIBRACAO,SISTEMA DIPRIFUSOR,TE372 TCI TIVA,TERUMO,2024-02-20 13:00:00,2024-02-20 16:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,3.0
1854694,PREVENTIVA,SISTEMA DIPRIFUSOR,TE372 TCI TIVA,TERUMO,2024-02-20 13:00:00,2024-02-20 16:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,3.0
1854652,PREVENTIVA,ULTRASSOM - GERAL,LOGIQ P5,GE HEALTHCARE,2024-02-19 13:00:00,2024-02-19 15:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,2.0
1878989,PREVENTIVA,DETECTOR FETAL,MD10,WEM,2024-02-01 08:00:00,2024-02-26 08:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,TESTE FUNCIONAL,600.0
1876528,PREVENTIVA,MONITOR - MULTIPARAMETROS,INFINITY DELTA XL,DRAGER HEALTHCARE,2024-02-21 13:00:00,2024-02-21 14:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.0
1854659,PREVENTIVA,ARCO CIRURGICO,BRIVO OEC 785,GE HEALTHCARE,2024-02-16 13:00:00,2024-02-16 17:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,4.0
1880074,PREVENTIVA,APARELHO DE RAIOS-X - MOVEL,UNIMAX 2B,SIEMENS HEALTHCARE,2024-02-26 15:00:00,2024-02-26 17:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,2.0
1859878,CORRETIVA,BOMBA INFUSORA,CADD LEGACY PLUS 6500,SMITHS MEDICAL,2024-02-01 17:00:00,2024-02-25 12:00:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,571.0
1894877,PREVENTIVA,MAPA,DYNA MAPA C,CARDIO SISTEMAS,2024-02-28 09:00:00,2024-02-28 11:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,2.0
1854661,PREVENTIVA,CARDIOVERSOR,CARDIOMAX 8,INSTRAMED,2024-02-12 08:00:00,2024-02-12 11:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,3.0
1875436,PREVENTIVA,ANALISADOR HEMATOLOGICO,ABX PENTRA 60,HORIBA,2024-02-16 12:00:00,2024-02-16 17:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,5.5
1854675,PREVENTIVA,MACA - TRANSPORTE,LIFEGUARD,ARJOHUNTLEIGH,2024-02-09 13:00:00,2024-02-09 14:30:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1.5
1859716,CORRETIVA,INCUBADORA,GIRAFFE CS1,GE HEALTHCARE,2024-02-01 13:54:00,2024-02-01 14:45:00,19 FALTA DE PECA OU ACESSORIO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO PERDIDO,0.85
1854704,CALIBRACAO,AUTOCLAVE - HORIZONTAL,6412,CISA,2024-02-06 08:00:00,2024-02-08 18:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,58.0
1897268,GERENCIAL,VENTILADOR PULMONAR,SERVO AIR ALTO FLUXO,GETINGE,2024-02-01 08:37:00,2024-03-01 18:30:00,*NOTIFICAÇÃO DE EVENTO ADVERSO/TECNOVIGILÂNCIA,ERRO DE PROCEDIMENTO,ACOMPANHAMENTO DE SERVICO EXTERNO,705.88
1859385,CORRETIVA,BOMBA INFUSORA - SERINGA,PERFUSOR SPACE,B BRAUN,2024-02-01 12:06:00,2024-03-01 09:00:00,04 NAO FUNCIONA NA BATERIA,CAUSA NATURAL,TROCA / INSTALAÇÃO DE BATERIA,692.9
1859712,CORRETIVA,BOMBA INJETORA DE CONTRASTE,ACCUTRON MR,GUERBET,2024-02-01 13:48:00,2024-03-05 15:36:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),793.8
1855958,INSPECAO/VERIFICACAO,MONITOR - HEMODINAMICO,EV1000A,EDWARDS LIFESCIENCES,2024-02-01 02:14:00,2024-02-16 12:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,369.77
1855959,PREVENTIVA,ESTERILIZADORA A PEROXIDO,STERRAD 100NX,ASP,2024-02-01 02:14:00,2024-02-02 10:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,31.77
1859072,CORRETIVA,RESSONANCIA MAGNETICA,SIGNA PIONEER 3T,GE HEALTHCARE,2024-02-01 08:18:00,2024-02-01 08:40:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.37
1859021,CORRETIVA,MEDIDOR - SINAIS VITAIS,SPOT VITAL SIGNS LXI,WELCH ALLYN,2024-02-01 07:17:00,2024-02-01 08:00:00,01 NAO LIGA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.72
1859082,CORRETIVA,WORKSTATION,ADVANTAGE WORKSTATION SERVER,GE HEALTHCARE,2024-02-01 08:26:00,2024-02-23 14:00:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,533.57
1859145,CORRETIVA,OXIMETRO DE PULSO,N560,COVIDIEN - NELLCOR,2024-02-01 09:04:00,2024-02-05 10:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,96.93
1859713,CORRETIVA,CAMA - ELETRICA,P1900,HILL ROM,2024-02-01 13:50:00,2024-02-01 15:12:00,*INSPECAO,CAUSA NATURAL,TRANSPORTE / EMPRÉSTIMO DE EQUIPAMENTO(S),1.37
1859769,PREVENTIVA,LAVADORA ULTRASSONICA,Q3240A JET,ULTRONIQUE,2024-02-01 13:50:00,2024-02-01 14:50:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,ACOMPANHAMENTO DE SERVICO EXTERNO,1.0
1859767,CORRETIVA,VIDEOENDOSCOPIO - ALTA,GIF Q150,OLYMPUS,2024-02-01 10:00:00,2024-02-15 16:00:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,LIMPEZA,342.0
1859205,CORRETIVA,COMPRESSOR - MEMBROS INFERIORES,SCD 700,COVIDIEN - KENDALL,2024-02-01 09:58:00,2024-02-01 11:30:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,1.53
1859218,CORRETIVA,MONITOR - TRANSPORTE,M3 M4,PHILIPS MEDICAL,2024-02-01 10:07:00,2024-02-01 12:40:00,01 NAO LIGA,CAUSA NATURAL,AJUSTE ELETRÔNICO,2.55
1859220,CORRETIVA,CARDIOVERSOR,R SERIES,ZOLL,2024-02-01 10:08:00,2024-02-01 11:20:00,02 NAO FUNCIONA,ATIVIDADE PROGRAMADA,TESTE FUNCIONAL,1.2
1859270,CORRETIVA,INCUBADORA - TRANSPORTE,IT 158 TS,FANEM,2024-02-01 10:40:00,2024-02-15 15:45:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,REVISÃO / REPARO NO BLOCO DE ALIMENTAÇÃO,341.08
1859317,CORRETIVA,FOTOFORO,ML4 LED,HEINE,2024-02-01 07:00:00,2024-02-01 09:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,2.0
1859314,CORRETIVA,CAMA - ELETRICA,VERSACARE,HILL ROM,2024-02-01 11:11:00,2024-02-02 18:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,30.82
1859614,CORRETIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR II 946,SALVAPE,2024-02-01 13:21:00,2024-02-01 16:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM PLACA(S),2.65
1859341,CORRETIVA,MONITOR - MULTIPARAMETROS,B40,GE HEALTHCARE,2024-02-01 11:39:00,2024-02-01 16:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),4.35
1859358,CORRETIVA,APARELHO DE RAIOS-X - MOVEL,LMT 100 100,LIMEX,2024-02-01 12:01:00,2024-02-06 12:03:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),120.03
1859522,CORRETIVA,BOMBA INFUSORA,COLLEAGUE (MONO),BAXTER,2024-02-01 12:08:00,2024-02-01 12:09:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,AJUSTE HIDRÁULICO,0.02
1859083,CORRETIVA,OXIMETRO DE PULSO,RADICAL 7,MASIMO,2024-02-01 09:27:00,2024-02-29 21:30:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),684.05
1858913,CORRETIVA,TERMODESINFECTADORA,88 TURBO,GETINGE,2024-02-01 07:03:00,2024-02-01 08:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.95
1859892,CORRETIVA,GLICOSIMETRO,FREESTYLE PRECISION PRO,ABBOTT,2024-02-01 17:50:00,2024-02-01 18:15:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,ERRO DE PROCEDIMENTO,AVALIAÇÃO TÉCNICA,0.42
1859790,CORRETIVA,CENTRAL DE MONITORIZACAO,CNS6201 10LT,NIHON KOHDEN,2024-02-01 13:00:00,2024-02-01 14:40:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,CONFIGURAÇÃO/REINICIALIZAÇÃO,1.67
1859815,CORRETIVA,MONITOR - MULTIPARAMETROS - MRI,EXPRESSION MR400,PHILIPS MEDICAL,2024-02-01 13:40:00,2024-02-01 16:17:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,REVISÃO / REPARO EM PLACA(S),2.62
1859833,CORRETIVA,INSUFLADOR - CO2,PNEUMOSURE,STRYKER,2024-02-01 16:15:00,2024-02-01 16:20:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),0.08
1859553,CORRETIVA,POLIGRAFO,SP12,TEB,2024-02-01 10:00:00,2024-02-01 12:30:00,01 NAO LIGA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,2.5
1859873,CORRETIVA,MONITOR - MULTIPARAMETROS,B125,GE HEALTHCARE,2024-02-01 17:21:00,2024-02-01 17:22:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,AJUSTE ELETRÔNICO,0.02
1859849,CORRETIVA,MONITOR - MULTIPARAMETROS,DASH 4000,GE HEALTHCARE,2024-02-01 16:00:00,2024-04-01 10:10:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,1434.17
1859810,CORRETIVA,MAPA,DYNA MAPA PLUS,CARDIO SISTEMAS,2024-02-01 15:40:00,2024-05-15 10:44:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,2491.07
1859859,CORRETIVA,BOMBA INFUSORA,CADD LEGACY PLUS 6500,SMITHS MEDICAL,2024-02-01 16:47:00,2024-02-07 18:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,145.72
1871571,CORRETIVA,BOMBA INFUSORA,INFUSOMAT SPACE,B BRAUN,2024-02-01 18:00:00,2024-03-26 11:15:00,03 EQUIPAMENTO DANIFICADO,MAU USO,DEVOLUÇÃO DE EQUIPAMENTO/ACESSÓRIO FUNCIONAL AO SETOR,1289.25
1859056,CORRETIVA,VENTILADOR PULMONAR,VELA,VIASYS,2024-02-01 07:30:00,2024-03-11 11:09:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,939.65
1859850,CORRETIVA,AUTOCLAVE - HORIZONTAL,6412 AQUAZERO,CISA,2024-02-01 16:10:00,2024-02-02 13:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),20.83
1859891,CORRETIVA,ANGIOGRAFO,ARTIS ZEE FLOOR,SIEMENS HEALTHCARE,2024-02-01 07:49:00,2024-02-01 17:56:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE DE PARÂMETROS DESCALIBRADOS,10.12
1910893,CALIBRACAO,LAVADORA ULTRASSONICA,Q3240A JET,ULTRONIQUE,2024-02-01 13:50:00,2024-02-01 14:50:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,1.0
1874602,PREVENTIVA,CADEIRA - GINECOLOGICA,CG7000P,MEDPEJ,2024-03-19 10:30:00,2024-03-19 12:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,2.0
1874603,PREVENTIVA,CADEIRA - GINECOLOGICA,MG 5000,MEDPEJ,2024-03-19 13:30:00,2024-03-19 15:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,2.0
1859715,CORRETIVA,ELETROCARDIOGRAFO,EP 12,DIXTAL BIOMEDICA,2024-02-01 13:57:00,2024-02-02 14:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,24.05
1859736,CORRETIVA,VENTILADOR PULMONAR - NAO INVASIVO,STELLAR 150,RESMED,2024-02-01 14:00:00,2024-03-08 12:00:00,01 NAO LIGA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,862.0
1859734,CORRETIVA,BOMBA INFUSORA,CADD LEGACY PCA 6300,SMITHS MEDICAL,2024-02-01 14:19:00,2024-02-25 11:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,572.68
1859877,INSPECAO/VERIFICACAO,CAMA - ELETRICA,HR405 P1440B,HILL ROM,2024-02-01 17:30:00,2024-02-27 15:35:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REFORMA E PINTURA,622.08
1858308,INSPECAO/VERIFICACAO,AUTOCLAVE - HORIZONTAL,6410,CISA,2024-02-26 08:00:00,2024-02-26 17:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,QUALIFICAÇÃO DE DESEMPENHO,9.5
1859143,CORRETIVA,BISTURI - SELADOR DE VASOS,FT10,COVIDIEN - VALLEYLAB,2024-02-01 09:01:00,2024-03-21 10:40:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),1177.65
1861431,PREVENTIVA,MAMOGRAFO,SELENIA DIMENSIONS 5000 3D,HOLOGIC,2024-02-02 11:00:00,2024-02-02 15:45:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,4.75
1874885,PREVENTIVA,INCUBADOR DE HEMOCULTURA,BACTEC FX40,BECTON DICKINSON,2024-03-14 08:00:00,2024-03-14 08:10:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,0.17
1874114,PREVENTIVA,ANALISADOR BIOQUIMICO,VITROS 250,ORTHO CLINICAL DIAGNOSTICS,2024-02-14 08:10:00,2024-02-24 08:20:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,TESTE FUNCIONAL,240.17
1859116,CORRETIVA,MONITOR - CONSCIENCIA OU ANALGESIA,VISTA A2000,COVIDIEN - BIS,2024-01-31 13:00:00,2024-03-06 10:45:00,*ACESSORIO DANIFICADO,MAU USO,REVISÃO / REPARO EM PEÇAS,837.75
1874616,PREVENTIVA,TERMODESINFECTADORA,AMSCO 2532,STERIS,2024-07-01 13:00:00,2024-07-01 17:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,ACOMPANHAMENTO DE SERVICO EXTERNO,4.0
1861272,CORRETIVA,CARDIOVERSOR,TEC 5631,NIHON KOHDEN,2024-02-05 17:00:00,2024-02-05 17:30:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,TROCA / INSTALAÇÃO DE BATERIA,0.5
1860059,PREVENTIVA,BALAO INTRA-AORTICO,AUTOCAT II,ARROW,2024-02-02 12:00:00,2024-04-17 15:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,1803.0
1860141,CALIBRACAO,BOMBA INFUSORA,CADD LEGACY PCA 6300,SMITHS MEDICAL,2024-03-13 15:20:00,2024-05-27 18:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,1802.67
1860319,PREVENTIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR II 946,SALVAPE,2024-06-12 09:50:00,2024-06-12 09:51:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,0.02
1860767,CORRETIVA,RESSONANCIA MAGNETICA,SIGNA PIONEER 3T,GE HEALTHCARE,2024-02-02 07:39:00,2024-02-02 08:09:00,01 NAO LIGA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,0.5
1861123,CORRETIVA,MAPA,90207,SPACELABS,2024-02-02 14:17:00,2024-02-02 14:29:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,AVALIAÇÃO TÉCNICA,0.2
1860762,CORRETIVA,OXIMETRO DE PULSO,RADICAL 7,MASIMO,2024-02-02 07:21:00,2024-02-07 08:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,TESTE FUNCIONAL,121.15
1861126,CORRETIVA,ANALISADOR IMUNOBIOQUIMICO,VITROS ECI,ORTHO CLINICAL DIAGNOSTICS,2024-02-02 14:20:00,2024-02-02 15:00:00,02 NAO FUNCIONA,CAUSA NATURAL,PROCESSOS ADMINISTRATIVOS,0.67
1864224,CORRETIVA,MESA CIRURGICA - ELETRICA,BF683 TDP,BARRFAB,2024-02-02 14:00:00,2024-04-16 09:36:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PLACA(S),1771.6
1860925,CORRETIVA,ELETROCARDIOGRAFO,MAC 600,GE HEALTHCARE,2024-02-02 10:02:00,2024-04-17 10:00:00,04 NAO FUNCIONA NA BATERIA,CAUSA NATURAL,TROCA / INSTALAÇÃO DE BATERIA,1799.97
1861324,CORRETIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR II 946,SALVAPE,2024-02-02 17:47:00,2024-02-03 08:00:00,03 EQUIPAMENTO DANIFICADO,MAU USO,SUBSTITUIÇÃO / REPARO EM ESTRUTURA DO EQUIPAMENTO,14.22
1861135,CORRETIVA,ULTRASSOM - GERAL,HD15,PHILIPS MEDICAL,2024-02-02 13:20:00,2024-02-02 15:00:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,1.67
1860851,CORRETIVA,ARCO CIRURGICO,OEC ONE,GE HEALTHCARE,2024-02-02 08:57:00,2024-02-05 17:00:00,02 NAO FUNCIONA,MAU USO,SUBSTITUIÇÃO DE PECA(S),80.05
1860894,CORRETIVA,AUTOCLAVE - HORIZONTAL,AC 365,ORTOSINTESE,2024-02-02 09:35:00,2024-02-03 13:07:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),27.53
